alpha,beta,sigma_eta,distance,weight
-1.2273814346347192,0.9001776143770732,0.32730273046415376,1.0329336243003593,0.001786136948789604
-1.3259369953580538,0.9036242393326637,0.4420202015741111,0.9372681252428493,0.0019149647567046294
-0.600572551177745,0.9282908579098513,0.3574758441612501,0.9240549710623848,0.0018222239002168496
-1.0810088226175891,0.8936968135569454,0.3614183281576845,1.0280939354462526,0.00158677574780342
-0.8453718878115282,0.9341022386803944,0.2998116253717257,0.9598182053735911,0.0017336281613130591
-1.0144749244424498,0.9143961548424101,0.3225566270623299,0.8530486962656006,0.0016175176358566895
-1.1381719125898926,0.8999792914148753,0.47145027634869496,1.0413461505167747,0.0019371743780920996
-0.894651229682439,0.9181857621011993,0.31667050345089665,0.4748531547993012,0.0016139667117198856
-0.47504618479106897,0.9532343117495541,0.2035579297722328,0.9204091289501148,0.0025744673608613837
-1.1809959930532892,0.8801783784359378,0.3743848711315678,0.9839661750992326,0.0017402956126373133
-0.970281328190191,0.8922685817502736,0.3977183074116287,0.4045574331478853,0.0016060155131706487
-0.48766734327873057,0.9504828240617788,0.29720157995569607,0.7310021642425673,0.00209108068518494
-0.44130465613394987,0.9409778738659539,0.29790157158077035,0.7977875938066513,0.0020940307246865232
-1.26440832985149,0.8587851928437235,0.44658231148479,0.6795440686255425,0.002392885178369296
-0.24406633800988006,0.9756191776447043,0.24176468770981369,0.5204635244486595,0.0032277118496213284
-0.9503622280604835,0.9280530906235234,0.3213404354519398,1.073603984475428,0.001655578833232404
-0.7969281165624665,0.9409981039113141,0.3151020067977577,0.652466207654041,0.0017605620370950423
-0.859391490820412,0.9351657635651669,0.31230309222227265,0.6755458010995271,0.0017097066566597273
-0.9695166134969367,0.9217849571055968,0.2904775223015842,0.40363197316424904,0.0017666505092963592
-1.0702732589858168,0.9263969404577207,0.37039240892294567,0.6418208939995729,0.001661537882038177
-0.6998313701419482,0.9423723991845485,0.30763236154113416,0.6009470189641758,0.0018010427792497933
-1.1214332378734713,0.9072338634904467,0.3656849890965582,1.0152603326635858,0.0015596459057831936
-0.9584613993827964,0.9141515475829047,0.246303346329529,0.6885938820397741,0.0021827638465437573
-1.2830624475060541,0.8833605659077215,0.38476802284148726,0.22384954309110255,0.0017664552982663284
-0.5054655273110964,0.9399396833293115,0.31167525183269496,0.6603496207674052,0.0019683048166396835
-1.264913363708648,0.9080316452950594,0.35465913861408516,0.7849686713517722,0.0017323178035693458
-0.37324110491789025,0.9600898586250984,0.3217645919883746,0.9566878738061418,0.002560013831498172
-0.7074959968280752,0.912985503039891,0.35261683086971224,0.7628153624009546,0.0016759177345850307
-0.7057636909544834,0.9464643417440765,0.2415844609862462,0.9049012559790187,0.002124762582364157
-1.2604322024268884,0.8845606948700004,0.4302717963513487,0.5644689749401351,0.00178889928991039
-0.3620725856982111,0.9661701172783069,0.2562682823995983,0.39413565881479207,0.0026133531943761798
-1.248688031143061,0.8975906143623463,0.4121681331075851,0.7270073472966263,0.0016744971917046364
-1.2095469609125253,0.9183891283474584,0.31489566899856075,0.9995901341256531,0.0018813028074890947
-0.46601736809531985,0.9628831430530779,0.23229463048214333,0.8665153042833904,0.0024771617455727223
-1.10610014349954,0.8919236311011488,0.43799335658321054,0.9599207594410902,0.0017024893395492188
-1.2641693803931875,0.8954623585203739,0.386049381666766,1.027747276622968,0.0016685932453613143
-0.6825140351174962,0.9499932073781995,0.24037269081886053,0.4873251218126042,0.002166251455468515
-0.8483713220034248,0.9288754587581566,0.2779526908100421,0.6219013337168325,0.0018077778713429882
-1.1374433237712376,0.8884277920350125,0.3481096460645928,0.997474972861878,0.001690819912438139
-0.8622323643795927,0.9410698441276524,0.3482446124048405,0.7252753393883317,0.0017630865629409715
-1.0891111829159228,0.9037665752892665,0.3642146858845566,0.8496468607068494,0.0015435247502529799
-0.6074091577213815,0.9299609195228721,0.3108566213838216,1.0396271208052077,0.0017938541520795825
-0.5193761632868703,0.9507752087994162,0.34051639302095393,1.046705590281013,0.002132202888345216
-0.8152940362517884,0.9128347463703044,0.2771485285153606,0.5245044455651929,0.001851850762806542
-0.7844589960080673,0.9227971699032508,0.3660265062906632,1.049883739068209,0.001614959583956569
-0.8374197006642061,0.9272123765684988,0.371331786923231,0.6796095430096799,0.0016247945604570193
-0.5905540178848669,0.9473384881563466,0.23641846990180046,0.2949550819767706,0.0021756095543310717
-0.9665539404593384,0.926621846780228,0.331504887043202,0.7008436119677991,0.0016275720640250746
-0.23256189472880356,0.9845143343530428,0.18201068855275887,0.9902059783168112,0.004022622839251641
-0.35854651338125926,0.9681536146542654,0.20789681549290775,0.7597066481591538,0.0028892125913431775
-1.015160973103587,0.9169133793823084,0.37746386473531207,0.9717119086010425,0.0015506076789709386
-0.3622632525406187,0.9560367336282628,0.24805559814085001,0.7354625187974941,0.0024608296348361696
-0.799686772756852,0.9123487889637999,0.46010867361232743,0.6912008527296304,0.0020844567069186392
-0.9119059237416272,0.9336391816677675,0.36369603732019884,0.360528065166537,0.0016764032180570845
-0.27008084296759916,0.9736553193229021,0.2712107418996914,0.6207570882360803,0.0030829939373143724
-0.9297224505441488,0.8866578371563772,0.4093025233595069,1.0849515485361292,0.0017163965805762477
-0.8037105872453191,0.9403819096510858,0.3299675263666062,0.4629714206630332,0.0017402055815815207
-0.8447282765592895,0.9335856937515822,0.35141920153116235,1.0097353422189042,0.0016590009246795362
-0.4171971540660368,0.9551399225535586,0.2803670943343956,0.9297497731158244,0.002275489240221811
-1.2634664532620383,0.883151425323013,0.3918523623581845,1.0090590914874225,0.0017430794762045
-1.0214342998496009,0.8739549664406457,0.36441329286276775,1.0808792188496723,0.001882951650387758
-0.7458817177978274,0.937032140744999,0.27393464568465464,0.8881602374411965,0.0018527459922389109
-0.9226708364786127,0.9351331441084355,0.32756047685927736,0.5031680550266945,0.0017022717303088288
-0.9819543438546238,0.8838823093264324,0.4181565164919359,0.8921805607694335,0.0017350091387276375
-0.7838764844714247,0.946367002195612,0.30725143327548715,0.9066166891537847,0.0018490929765840242
-1.1545660615332838,0.8582027054038038,0.45838809308678174,0.953331337447658,0.0024643198261639888
-0.8455016590457616,0.9411485004582693,0.3615943303249267,1.0778413945344518,0.0017841721632149967
-0.5215622676008215,0.9632062389823732,0.17969953728653523,0.7741505630467787,0.002969367640497987
-0.35237035126104177,0.951258686374559,0.3093038634229244,1.0093223557170206,0.0024042465828535285
-0.9293277633736436,0.9000277785741141,0.35207565237630906,0.5655273391299727,0.0015735457547237219
-1.494638307349235,0.8759106065480304,0.4190768753060857,1.068396397378351,0.0022759065300664953
-0.8952225661637572,0.9221522962392181,0.3390020737831088,1.0836929287122332,0.0015720616061006755
-0.47528335973994035,0.943066544789102,0.3839007397596445,0.7036844546135954,0.0023627026378324335
-0.6128423398499692,0.9313750025293451,0.25813506963489347,1.030635832447926,0.001987207339651028
-1.3397935368815785,0.9075512627285328,0.35257921247582513,0.8707259295444257,0.0018702495899261444
-0.7633904482554037,0.927164102152341,0.30055993110821216,0.8137964282046164,0.001699839628799376
-0.6705328648508522,0.9216304860301001,0.3281506499142232,0.7469163168192516,0.0017043152884380097
-0.5447086329306847,0.9378237235827308,0.2770246925300694,0.5627368719158281,0.0019602736706283174
-0.4802781117180509,0.9586212215290233,0.21728810111936542,0.74297149191708,0.0024973049320608956
-1.0173436567895893,0.9269407864753509,0.31922755628778343,1.0087309840076575,0.001695287824876956
-0.6167870451987867,0.9484328187753235,0.2812899019673418,0.5643000485798468,0.0019588182988513284
-0.27524553600612645,0.979796953982335,0.17802875504829307,0.8631705297488438,0.003728611670281445
-0.9104686463777756,0.9062039244921536,0.3078490813238095,0.933363024517642,0.0016884813359795752
-0.6872834016761488,0.937438869456884,0.2951823702426721,0.8862162694774764,0.001787587152271797
-0.48047693824323934,0.9447262288209837,0.34463040934636735,0.7951962897590128,0.0021271816487955317
-1.3002868690312217,0.9061395217590487,0.42370932282932483,1.0114882274269186,0.0018059187107218057
-0.7510750898132343,0.9144470813447789,0.35570572884599316,0.922628549284776,0.001624224907572184
